ORDERNUMBER;ORDERITEM;PRODUCTID;PRODUCTDESCR;SALESQUANTITY
100368.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100368.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100368.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100368.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100368.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100368.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100368.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100368.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100368.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100368.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
100368.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
100368.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100368.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100368.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100368.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100369.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100369.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100369.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100369.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100369.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100369.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100369.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100369.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100369.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100369.0;100.0;DXRD1000  ;Moto 300                                          ;6.0
100369.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100370.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100371.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
100371.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100371.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;5.0
100371.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;8.0
100371.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;8.0
100371.0;60.0;DXRD1000  ;Moto 300                                          ;16.0
100371.0;70.0;DXRD2000  ;Moto 450                                          ;2.0
100371.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;10.0
100371.0;90.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100371.0;100.0;PRRD3000  ;Professional Road Bike (women)                    ;2.0
100372.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100372.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100372.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100372.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100372.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100372.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100372.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
100372.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
100372.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100373.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;4.0
100373.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;6.0
100373.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100373.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100373.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;8.0
100373.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
100373.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100373.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
100373.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100373.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;11.0
100373.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
100373.0;120.0;DXRD2000  ;Moto 450                                          ;3.0
100373.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100373.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
100373.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;2.0
100373.0;160.0;CITY1000  ;City Bike Max                                     ;1.0
100374.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100374.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100374.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100374.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100374.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100374.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100374.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100374.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
100374.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100374.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100375.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100375.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100375.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100375.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100375.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100375.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;13.0
100375.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
100375.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
100375.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100375.0;100.0;DXRD1000  ;Moto 300                                          ;1.0
100375.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100375.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100376.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;4.0
100376.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;6.0
100376.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100376.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;3.0
100376.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100376.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;3.0
100376.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100376.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
100376.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;6.0
100376.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;9.0
100376.0;110.0;DXRD1000  ;Moto 300                                          ;6.0
100376.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100376.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
100376.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
100376.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100376.0;160.0;FXGR1000  ;Fixed Gear Bike Plus                              ;1.0
100376.0;170.0;CITY1000  ;City Bike Max                                     ;1.0
100377.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100377.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100377.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100377.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100377.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100377.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100377.0;70.0;DXRD1000  ;Moto 300                                          ;3.0
100377.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100378.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100378.0;20.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100378.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100378.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100378.0;50.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100379.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100379.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100379.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100379.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100379.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
100379.0;60.0;DXRD2000  ;Moto 450                                          ;1.0
100379.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100380.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100380.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;9.0
100380.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100380.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100380.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100380.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;9.0
100380.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100380.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;6.0
100380.0;90.0;DXRD1000  ;Moto 300                                          ;17.0
100380.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
100380.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100380.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100380.0;130.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100381.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100381.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100381.0;30.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100381.0;40.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100381.0;50.0;DXRD1000  ;Moto 300                                          ;1.0
100382.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100382.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100382.0;30.0;DXRD1000  ;Moto 300                                          ;1.0
100382.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100383.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100383.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100384.0;10.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100384.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100384.0;30.0;DXRD1000  ;Moto 300                                          ;3.0
100384.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100385.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100385.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100385.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100385.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100385.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100385.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100385.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100385.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100385.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
100385.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100385.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100385.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100385.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100385.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100385.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100386.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100386.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100386.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100386.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100386.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100386.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100386.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100386.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100386.0;90.0;DXRD1000  ;Moto 300                                          ;4.0
100386.0;100.0;DXRD2000  ;Moto 450                                          ;1.0
100386.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100387.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100387.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
100387.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100387.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100387.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100387.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100387.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100387.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100387.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100387.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100387.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
100387.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
100387.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100387.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100388.0;10.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100388.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;7.0
100388.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;12.0
100388.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;10.0
100388.0;50.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100452.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100452.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100452.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100452.0;80.0;DXRD1000  ;Moto 300                                          ;10.0
100452.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100453.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100453.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100453.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100453.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100453.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100453.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100453.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100453.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100453.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100453.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100453.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100453.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
100453.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100453.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100453.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100454.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;5.0
100454.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;10.0
100454.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100454.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100454.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100454.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;13.0
100454.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;7.0
100454.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100454.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;25.0
100454.0;100.0;DXRD1000  ;Moto 300                                          ;6.0
100454.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;14.0
100455.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100455.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100455.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100455.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100455.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100455.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100455.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100455.0;80.0;DXRD1000  ;Moto 300                                          ;2.0
100455.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100455.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100456.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;6.0
100456.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;7.0
100456.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100456.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100456.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100456.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;16.0
100456.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100456.0;80.0;DXRD1000  ;Moto 300                                          ;18.0
100456.0;90.0;DXRD2000  ;Moto 450                                          ;4.0
100456.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
100456.0;110.0;PRRD2000  ;Professional Road Bike (silver)                   ;3.0
100457.0;10.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100457.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100457.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100457.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100457.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100457.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100457.0;70.0;DXRD1000  ;Moto 300                                          ;2.0
100457.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100458.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100458.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
100458.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100458.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100458.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100458.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100458.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100458.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100458.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100458.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100458.0;110.0;DXRD1000  ;Moto 300                                          ;5.0
100458.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100458.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100458.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100458.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100459.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100459.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100459.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100459.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100459.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100459.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100459.0;70.0;DXRD1000  ;Moto 300                                          ;2.0
100459.0;80.0;DXRD2000  ;Moto 450                                          ;1.0
100460.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100460.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
100460.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100460.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100460.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100460.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100460.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100460.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100460.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100460.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
100460.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100460.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100460.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100460.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100461.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100461.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100461.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100461.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100461.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100461.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100461.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100461.0;80.0;DXRD1000  ;Moto 300                                          ;3.0
100461.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100462.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100462.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100462.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100462.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100462.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100462.0;60.0;DXRD1000  ;Moto 300                                          ;3.0
100462.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
100472.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100472.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100472.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100472.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100472.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100472.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100472.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100472.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
100472.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100472.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100472.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
100472.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100472.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100472.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100472.0;150.0;CITY1000  ;City Bike Max                                     ;1.0
100473.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100473.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100473.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100473.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100473.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100473.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100473.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;6.0
100473.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
100473.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100473.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;4.0
100473.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100473.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100473.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100473.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100473.0;150.0;CITY1000  ;City Bike Max                                     ;1.0
100474.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;4.0
100474.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100474.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100474.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100474.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100474.0;60.0;DXRD1000  ;Moto 300                                          ;16.0
100474.0;70.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100475.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100475.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100475.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100475.0;40.0;DXRD1000  ;Moto 300                                          ;13.0
100475.0;50.0;DXRD2000  ;Moto 450                                          ;1.0
100475.0;60.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100476.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100476.0;20.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100476.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100476.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;5.0
100476.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100476.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100476.0;70.0;DXRD2000  ;Moto 450                                          ;5.0
100476.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;7.0
100477.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100477.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100477.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100477.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100477.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100477.0;60.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100478.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100478.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100478.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100478.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
100478.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100478.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100478.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100478.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
