ORDERNUMBER;ORDERITEM;PRODUCTID;PRODUCTDESCR;SALESQUANTITY
100106.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100106.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100106.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100106.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100106.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100106.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100106.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100106.0;80.0;DXRD1000  ;Moto 300                                          ;1.0
100106.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100107.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100107.0;20.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100107.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100108.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100108.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100108.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;4.0
100108.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100108.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;8.0
100108.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100108.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100108.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100108.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
100108.0;100.0;DXRD2000  ;Moto 450                                          ;3.0
100108.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100108.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100109.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100109.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100109.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100109.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100109.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100109.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100109.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100109.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100109.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;9.0
100109.0;100.0;DXRD1000  ;Moto 300                                          ;3.0
100109.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100109.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100109.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100110.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100110.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100110.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100110.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100110.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100110.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100110.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100110.0;80.0;DXRD1000  ;Moto 300                                          ;5.0
100110.0;90.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100111.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100111.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100111.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100111.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100111.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100111.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100111.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100111.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100111.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100111.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100111.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
100111.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100111.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100111.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100112.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100112.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100112.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100112.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100112.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;36.0
100112.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100112.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100112.0;80.0;DXRD1000  ;Moto 300                                          ;8.0
100112.0;90.0;DXRD2000  ;Moto 450                                          ;2.0
100113.0;10.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100113.0;20.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100113.0;30.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100113.0;40.0;DXRD1000  ;Moto 300                                          ;1.0
100114.0;10.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100114.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100114.0;30.0;DXRD1000  ;Moto 300                                          ;1.0
100114.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100115.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;11.0
100115.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;4.0
100115.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;5.0
100115.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100115.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100115.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100115.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;4.0
100115.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100115.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100115.0;100.0;DXRD1000  ;Moto 300                                          ;3.0
100115.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;8.0
100115.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;2.0
100115.0;130.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100116.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100116.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100117.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100117.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100117.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100117.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100117.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100117.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100117.0;70.0;DXRD1000  ;Moto 300                                          ;3.0
100117.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100118.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100118.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100118.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100118.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;3.0
100118.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100118.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100118.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100118.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
100118.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;5.0
100118.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100118.0;110.0;DXRD1000  ;Moto 300                                          ;10.0
100118.0;120.0;DXRD2000  ;Moto 450                                          ;3.0
100118.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
100118.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100119.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100119.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100119.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100119.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100119.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100119.0;60.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100119.0;70.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100119.0;80.0;DXRD1000  ;Moto 300                                          ;3.0
100119.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100120.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100120.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;3.0
100120.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100120.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100120.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100120.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100120.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100120.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100120.0;90.0;DXRD2000  ;Moto 450                                          ;1.0
100120.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;3.0
100121.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100121.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100121.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100121.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100121.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100121.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100121.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100121.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100121.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100121.0;100.0;DXRD1000  ;Moto 300                                          ;3.0
100121.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100121.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100121.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100121.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100122.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100122.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100122.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100122.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100122.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100122.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100122.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100122.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100122.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;4.0
100122.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;5.0
100122.0;110.0;DXRD1000  ;Moto 300                                          ;6.0
100122.0;120.0;DXRD2000  ;Moto 450                                          ;2.0
100122.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;4.0
100122.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100122.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100123.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100123.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100123.0;30.0;DXRD1000  ;Moto 300                                          ;1.0
100123.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100125.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;2.0
100125.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;2.0
100125.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;5.0
100125.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100125.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100125.0;60.0;DXRD1000  ;Moto 300                                          ;4.0
100125.0;70.0;DXRD2000  ;Moto 450                                          ;2.0
100125.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100126.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
100126.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100126.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;4.0
100126.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100126.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;8.0
100126.0;60.0;DXRD1000  ;Moto 300                                          ;9.0
100127.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100127.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100127.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100127.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100127.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100127.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100127.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
100127.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100128.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100128.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100128.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100128.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100128.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100128.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100128.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100128.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100128.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100128.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100128.0;110.0;DXRD1000  ;Moto 300                                          ;3.0
100128.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100128.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100128.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100129.0;10.0;PRTR1000  ;Professional Touring Bike (black)                 ;2.0
100129.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100129.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100129.0;40.0;ORMN1000  ;Men's Off Road Bike Fully                         ;5.0
100129.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100129.0;60.0;DXRD1000  ;Moto 300                                          ;6.0
100129.0;70.0;DXRD2000  ;Moto 450                                          ;1.0
100130.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;3.0
100130.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100130.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100130.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100130.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100130.0;60.0;DXRD1000  ;Moto 300                                          ;1.0
100131.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100131.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100131.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100131.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100131.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100131.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100131.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100131.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100131.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100131.0;100.0;DXRD1000  ;Moto 300                                          ;3.0
100131.0;110.0;DXRD2000  ;Moto 450                                          ;1.0
100131.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100133.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100133.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100133.0;30.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100134.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100134.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100134.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100134.0;40.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100134.0;50.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100134.0;60.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100134.0;70.0;DXRD1000  ;Moto 300                                          ;1.0
100134.0;80.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100135.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100135.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100135.0;30.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100135.0;40.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100135.0;50.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100135.0;60.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100135.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100135.0;80.0;DXRD1000  ;Moto 300                                          ;6.0
100135.0;90.0;DXRD2000  ;Moto 450                                          ;2.0
100137.0;10.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100137.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100137.0;30.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100138.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100138.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100138.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100138.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100138.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100138.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100138.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100138.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100138.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100138.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100138.0;110.0;DXRD1000  ;Moto 300                                          ;1.0
100138.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100138.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100138.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100139.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100139.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100139.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100139.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100139.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100139.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100139.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100139.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100139.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100139.0;100.0;DXRD1000  ;Moto 300                                          ;2.0
100139.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100140.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;5.0
100140.0;20.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100140.0;30.0;PRTR1000  ;Professional Touring Bike (black)                 ;3.0
100140.0;40.0;PRTR2000  ;Professional Touring Bike (silver)                ;4.0
100140.0;50.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100140.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100140.0;70.0;ORWN1000  ;Women's Off Road Bike Fully                       ;3.0
100140.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100140.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100140.0;100.0;DXRD1000  ;Moto 300                                          ;8.0
100140.0;110.0;DXRD2000  ;Moto 450                                          ;3.0
100140.0;120.0;PRRD1000  ;Professional Road Bike (red)                      ;5.0
100140.0;130.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100140.0;140.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100141.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100141.0;20.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100141.0;30.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100141.0;40.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100141.0;50.0;ORHT2000  ;Enduro 550 (silver)                               ;2.0
100141.0;60.0;DXRD1000  ;Moto 300                                          ;2.0
100142.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100142.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100142.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100142.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100142.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100142.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100142.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100142.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;2.0
100142.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100142.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100142.0;110.0;DXRD1000  ;Moto 300                                          ;2.0
100142.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100142.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100143.0;10.0;DXRD1000  ;Moto 300                                          ;1.0
100144.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;3.0
100144.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100144.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100144.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100144.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;3.0
100144.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100144.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;3.0
100144.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100144.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;3.0
100144.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;6.0
100144.0;110.0;DXRD1000  ;Moto 300                                          ;6.0
100144.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100144.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100144.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100144.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100144.0;160.0;CITY1000  ;City Bike Max                                     ;1.0
100145.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100145.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100145.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100145.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100145.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100145.0;60.0;ORMN1000  ;Men's Off Road Bike Fully                         ;1.0
100145.0;70.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100145.0;80.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100145.0;90.0;DXRD1000  ;Moto 300                                          ;1.0
100145.0;100.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100146.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100146.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100147.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100147.0;20.0;DXRD1000  ;Moto 300                                          ;1.0
100148.0;10.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100148.0;20.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100149.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100149.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100149.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100149.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100149.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;1.0
100149.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;1.0
100149.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100149.0;80.0;ORHT1000  ;Enduro 550 (red)                                  ;1.0
100149.0;90.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100149.0;100.0;DXRD1000  ;Moto 300                                          ;1.0
100149.0;110.0;PRRD1000  ;Professional Road Bike (red)                      ;2.0
100149.0;120.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100151.0;10.0;DXTR1000  ;Deluxe Touring Bike (black)                       ;1.0
100151.0;20.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;2.0
100151.0;30.0;DXTR3000  ;Deluxe Touring Bike (red)                         ;1.0
100151.0;40.0;PRTR1000  ;Professional Touring Bike (black)                 ;1.0
100151.0;50.0;PRTR2000  ;Professional Touring Bike (silver)                ;2.0
100151.0;60.0;PRTR3000  ;Professional Touring Bike (red)                   ;2.0
100151.0;70.0;ORMN1000  ;Men's Off Road Bike Fully                         ;2.0
100151.0;80.0;ORWN1000  ;Women's Off Road Bike Fully                       ;1.0
100151.0;90.0;ORHT1000  ;Enduro 550 (red)                                  ;2.0
100151.0;100.0;ORHT2000  ;Enduro 550 (silver)                               ;3.0
100151.0;110.0;DXRD1000  ;Moto 300                                          ;4.0
100151.0;120.0;DXRD2000  ;Moto 450                                          ;1.0
100151.0;130.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
100151.0;140.0;PRRD2000  ;Professional Road Bike (silver)                   ;1.0
100151.0;150.0;PRRD3000  ;Professional Road Bike (women)                    ;1.0
100153.0;10.0;DXTR2000  ;Deluxe Touring Bike (silver)                      ;1.0
100153.0;20.0;ORHT2000  ;Enduro 550 (silver)                               ;1.0
100153.0;30.0;DXRD1000  ;Moto 300                                          ;1.0
100153.0;40.0;PRRD1000  ;Professional Road Bike (red)                      ;1.0
